,acc,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/gamma,config/params/total_games,config/params/game_x_axis,config/params/game_y_axis,config/params/game_width,config/params/game_height,config/params/cursor_y_axis,config/params/player_start_x,config/params/gate_size,config/params/gate_min_distance,config/params/gate_cushion,config/params/ngates,config/params/plot_score,config/params/target_acc,config/params/PGate,config/params/NGate,config/params/WallHit,config/params/PDir,config/params/NDir,config/params/PRange,config/params/NRange,config/params/display,config/params/speed,logdir
47,0.07999999999999996,1695434788,True,1,7b5f2_00047,2023-09-22_19-06-28,3262.2438130378723,3262.2438130378723,46387,Zacharys-MacBook-Pro.local,127.0.0.1,3262.2438130378723,1,,0.8454755140540187,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,7b5f2_00047
48,0.125,1695435405,False,1,7b5f2_00048,2023-09-22_19-16-45,2407.5918939113617,2407.5918939113617,46391,Zacharys-MacBook-Pro.local,127.0.0.1,2407.5918939113617,1,,0.8223466182666199,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,7b5f2_00048
49,0.10499999999999998,1695437258,True,1,7b5f2_00049,2023-09-22_19-47-38,3158.5101401805878,3158.5101401805878,46390,Zacharys-MacBook-Pro.local,127.0.0.1,3158.5101401805878,1,,0.05740820110227485,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,7b5f2_00049
50,0.07999999999999996,1695437183,True,1,7b5f2_00050,2023-09-22_19-46-23,3007.863959789276,3007.863959789276,46378,Zacharys-MacBook-Pro.local,127.0.0.1,3007.863959789276,1,,0.08556388833969863,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,7b5f2_00050
51,0.09999999999999998,1695437233,True,1,7b5f2_00051,2023-09-22_19-47-13,3053.513752222061,3053.513752222061,46376,Zacharys-MacBook-Pro.local,127.0.0.1,3053.513752222061,1,,0.9343042594357044,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,7b5f2_00051
52,0.06999999999999995,1695437342,True,1,7b5f2_00052,2023-09-22_19-49-02,3149.6084780693054,3149.6084780693054,46386,Zacharys-MacBook-Pro.local,127.0.0.1,3149.6084780693054,1,,0.20447596743180618,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,7b5f2_00052
53,0.10750000000000004,1695437242,True,1,7b5f2_00053,2023-09-22_19-47-22,3017.6797251701355,3017.6797251701355,46384,Zacharys-MacBook-Pro.local,127.0.0.1,3017.6797251701355,1,,0.383737167793612,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,7b5f2_00053
54,0.09250000000000003,1695437211,True,1,7b5f2_00054,2023-09-22_19-46-51,2976.2003693580627,2976.2003693580627,46398,Zacharys-MacBook-Pro.local,127.0.0.1,2976.2003693580627,1,,0.13248396163995602,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,7b5f2_00054
55,0.11499999999999999,1695437529,False,1,7b5f2_00055,2023-09-22_19-52-09,3239.9782049655914,3239.9782049655914,46396,Zacharys-MacBook-Pro.local,127.0.0.1,3239.9782049655914,1,,0.26090023622582503,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,7b5f2_00055
56,0.07999999999999996,1695437329,True,1,7b5f2_00056,2023-09-22_19-48-49,3001.0690569877625,3001.0690569877625,46395,Zacharys-MacBook-Pro.local,127.0.0.1,3001.0690569877625,1,,0.4708810051445934,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,7b5f2_00056
57,0.07750000000000001,1695437402,True,1,7b5f2_00057,2023-09-22_19-50-02,3036.8567328453064,3036.8567328453064,46392,Zacharys-MacBook-Pro.local,127.0.0.1,3036.8567328453064,1,,0.8466876550256649,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,7b5f2_00057
58,0.12749999999999995,1695437460,False,1,7b5f2_00058,2023-09-22_19-51-00,3030.397298812866,3030.397298812866,46385,Zacharys-MacBook-Pro.local,127.0.0.1,3030.397298812866,1,,0.3767533953091172,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,7b5f2_00058
59,0.10750000000000004,1695437503,True,1,7b5f2_00059,2023-09-22_19-51-43,3058.0523982048035,3058.0523982048035,46372,Zacharys-MacBook-Pro.local,127.0.0.1,3058.0523982048035,1,,0.008137553412939424,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,7b5f2_00059
60,0.08999999999999997,1695437284,True,1,7b5f2_00060,2023-09-22_19-48-04,2802.7195608615875,2802.7195608615875,46388,Zacharys-MacBook-Pro.local,127.0.0.1,2802.7195608615875,1,,0.0875952475660039,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,7b5f2_00060
61,0.09250000000000003,1695437418,True,1,7b5f2_00061,2023-09-22_19-50-18,2927.753098011017,2927.753098011017,46393,Zacharys-MacBook-Pro.local,127.0.0.1,2927.753098011017,1,,0.7379559036427207,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,7b5f2_00061
62,0.10250000000000004,1695437726,True,1,7b5f2_00062,2023-09-22_19-55-26,3226.2008759975433,3226.2008759975433,46373,Zacharys-MacBook-Pro.local,127.0.0.1,3226.2008759975433,1,,0.5089210133644484,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,7b5f2_00062
63,0.12250000000000005,1695437761,False,1,7b5f2_00063,2023-09-22_19-56-01,3257.7827336788177,3257.7827336788177,46375,Zacharys-MacBook-Pro.local,127.0.0.1,3257.7827336788177,1,,0.22307281510012378,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,7b5f2_00063
64,0.07499999999999996,1695437695,True,1,7b5f2_00064,2023-09-22_19-54-55,3185.6968619823456,3185.6968619823456,46389,Zacharys-MacBook-Pro.local,127.0.0.1,3185.6968619823456,1,,0.9712431475158187,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,7b5f2_00064
65,0.09999999999999998,1695437630,True,1,7b5f2_00065,2023-09-22_19-53-50,3102.1024351119995,3102.1024351119995,46371,Zacharys-MacBook-Pro.local,127.0.0.1,3102.1024351119995,1,,0.8244620374658056,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,7b5f2_00065
66,0.13,1695437622,False,1,7b5f2_00066,2023-09-22_19-53-42,3064.0131220817566,3064.0131220817566,46380,Zacharys-MacBook-Pro.local,127.0.0.1,3064.0131220817566,1,,0.9226178066897573,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,7b5f2_00066
