,acc,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/decay_pt,config/params/total_games,config/params/game_x_axis,config/params/game_y_axis,config/params/game_width,config/params/game_height,config/params/cursor_y_axis,config/params/player_start_x,config/params/gate_size,config/params/gate_min_distance,config/params/gate_cushion,config/params/ngates,config/params/plot_score,config/params/target_acc,config/params/PGate,config/params/NGate,config/params/WallHit,config/params/PDir,config/params/NDir,config/params/PRange,config/params/NRange,config/params/display,config/params/speed,logdir
37,0.09999999999999998,1695516096,True,1,f4531_00037,2023-09-23_17-41-36,4353.049038171768,4353.049038171768,70653,Zacharys-MacBook-Pro.local,127.0.0.1,4353.049038171768,1,,20,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,f4531_00037
38,0.09499999999999997,1695516152,True,1,f4531_00038,2023-09-23_17-42-32,4376.396258115768,4376.396258115768,70657,Zacharys-MacBook-Pro.local,127.0.0.1,4376.396258115768,1,,17,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,f4531_00038
39,0.12250000000000005,1695515379,False,1,f4531_00039,2023-09-23_17-29-39,3568.6165449619293,3568.6165449619293,70649,Zacharys-MacBook-Pro.local,127.0.0.1,3568.6165449619293,1,,6,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,f4531_00039
40,0.08999999999999997,1695515334,True,1,f4531_00040,2023-09-23_17-28-54,3517.337291955948,3517.337291955948,70652,Zacharys-MacBook-Pro.local,127.0.0.1,3517.337291955948,1,,9,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,f4531_00040
41,0.08999999999999997,1695516178,True,1,f4531_00041,2023-09-23_17-42-58,4359.578686952591,4359.578686952591,70646,Zacharys-MacBook-Pro.local,127.0.0.1,4359.578686952591,1,,5,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,f4531_00041
42,0.08250000000000002,1695516129,True,1,f4531_00042,2023-09-23_17-42-09,4305.145206928253,4305.145206928253,70655,Zacharys-MacBook-Pro.local,127.0.0.1,4305.145206928253,1,,6,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,f4531_00042
43,0.08250000000000002,1695516000,True,1,f4531_00043,2023-09-23_17-40-00,4173.6362817287445,4173.6362817287445,70656,Zacharys-MacBook-Pro.local,127.0.0.1,4173.6362817287445,1,,19,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,f4531_00043
44,0.10499999999999998,1695516090,True,1,f4531_00044,2023-09-23_17-41-30,4240.929534196854,4240.929534196854,70671,Zacharys-MacBook-Pro.local,127.0.0.1,4240.929534196854,1,,20,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,f4531_00044
45,0.09999999999999998,1695516147,True,1,f4531_00045,2023-09-23_17-42-27,4283.090673923492,4283.090673923492,70669,Zacharys-MacBook-Pro.local,127.0.0.1,4283.090673923492,1,,5,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,f4531_00045
46,0.14500000000000002,1695516115,False,1,f4531_00046,2023-09-23_17-41-55,4233.887577056885,4233.887577056885,70645,Zacharys-MacBook-Pro.local,127.0.0.1,4233.887577056885,1,,19,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,f4531_00046
47,0.11250000000000004,1695515338,False,1,f4531_00047,2023-09-23_17-28-58,3386.6708059310913,3386.6708059310913,70662,Zacharys-MacBook-Pro.local,127.0.0.1,3386.6708059310913,1,,11,100,180,270,180,270,270,200,18,5,1,4,True,1.101,10,-10,-10,0.1,-0.1,0.2,-0.2,False,0,f4531_00047
