,acc,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/decay,config/epsilon,config/lr,config/ngames,config/ngates,config/optimizer,config/params/attempt,config/params/cursor_y_axis,config/params/display,config/params/display_scale,config/params/game_height,config/params/game_width,config/params/game_x_axis,config/params/game_y_axis,config/params/gate_cushion,config/params/gate_min_distance,config/params/gate_size,config/params/ngates,config/params/player_start_x,config/params/plot_score,config/params/speed,config/params/target_acc,config/params/total_games,logdir
51,-0.8333333333333334,14.466434478759766,True,1,5d41e_00051,2023-08-12_21-05-14,1691888714,14.466434478759766,444781,farpoint,10.0.0.144,14.466434478759766,1,0.038794991623020116,0.4792401314701035,0.0014201012473834538,4,2,SGD,8,795,False,3,810,540,180,270,1,5,20,5,200,True,0,-100,500,"/home/zckaufman/ray_results/train_2023-08-12_21-04-33/train_5d41e_00051_51_decay=0.0388,epsilon=0.4792,lr=0.0014,ngames=4,ngates=2,optimizer=SGD_2023-08-12_21-04-37"
52,-0.7083333333333334,25.019125938415527,True,1,5d41e_00052,2023-08-12_21-05-25,1691888725,25.019125938415527,444794,farpoint,10.0.0.144,25.019125938415527,1,0.10362612216801578,0.34868677484836375,0.0018300892797509913,4,4,Adam,8,795,False,3,810,540,180,270,1,5,20,5,200,True,0,-100,500,"/home/zckaufman/ray_results/train_2023-08-12_21-04-33/train_5d41e_00052_52_decay=0.1036,epsilon=0.3487,lr=0.0018,ngames=4,ngates=4,optimizer=Adam_2023-08-12_21-04-37"
53,-0.7333333333333333,23.0367124080658,True,1,5d41e_00053,2023-08-12_21-05-23,1691888723,23.0367124080658,444721,farpoint,10.0.0.144,23.0367124080658,1,0.020633846316748514,0.45348523020481735,0.0031746832907847103,5,3,SGD,8,795,False,3,810,540,180,270,1,5,20,5,200,True,0,-100,500,"/home/zckaufman/ray_results/train_2023-08-12_21-04-33/train_5d41e_00053_53_decay=0.0206,epsilon=0.4535,lr=0.0032,ngames=5,ngates=3,optimizer=SGD_2023-08-12_21-04-37"
54,-0.6888888888888889,22.80766272544861,False,1,5d41e_00054,2023-08-12_21-05-23,1691888723,22.80766272544861,444770,farpoint,10.0.0.144,22.80766272544861,1,0.018545003523242492,0.44343593222164773,0.0005136316992111887,5,3,SGD,8,795,False,3,810,540,180,270,1,5,20,5,200,True,0,-100,500,"/home/zckaufman/ray_results/train_2023-08-12_21-04-33/train_5d41e_00054_54_decay=0.0185,epsilon=0.4434,lr=0.0005,ngames=5,ngates=3,optimizer=SGD_2023-08-12_21-04-37"
55,-0.8888888888888888,10.9347403049469,True,1,5d41e_00055,2023-08-12_21-05-13,1691888713,10.9347403049469,444793,farpoint,10.0.0.144,10.9347403049469,1,0.008620525827595546,0.2038317395300318,0.000911892808653926,3,2,RMSprop,8,795,False,3,810,540,180,270,1,5,20,5,200,True,0,-100,500,"/home/zckaufman/ray_results/train_2023-08-12_21-04-33/train_5d41e_00055_55_decay=0.0086,epsilon=0.2038,lr=0.0009,ngames=3,ngates=2,optimizer=RMSprop_2023-08-12_21-04-37"
56,-0.6888888888888889,16.820985555648804,False,1,5d41e_00056,2023-08-12_21-05-21,1691888721,16.820985555648804,444750,farpoint,10.0.0.144,16.820985555648804,1,0.0015125703245332937,0.32889194129456517,0.010020012133332491,3,5,RMSprop,8,795,False,3,810,540,180,270,1,5,20,5,200,True,0,-100,500,"/home/zckaufman/ray_results/train_2023-08-12_21-04-33/train_5d41e_00056_56_decay=0.0015,epsilon=0.3289,lr=0.0100,ngames=3,ngates=5,optimizer=RMSprop_2023-08-12_21-04-37"
57,-0.7333333333333333,15.361106872558594,True,1,5d41e_00057,2023-08-12_21-05-22,1691888722,15.361106872558594,444724,farpoint,10.0.0.144,15.361106872558594,1,0.15429016687452804,0.4191045946318588,0.015337876822613589,3,5,SGD,8,795,False,3,810,540,180,270,1,5,20,5,200,True,0,-100,500,"/home/zckaufman/ray_results/train_2023-08-12_21-04-33/train_5d41e_00057_57_decay=0.1543,epsilon=0.4191,lr=0.0153,ngames=3,ngates=5,optimizer=SGD_2023-08-12_21-04-37"
58,-0.6666666666666666,15.64786171913147,False,1,5d41e_00058,2023-08-12_21-05-24,1691888724,15.64786171913147,444727,farpoint,10.0.0.144,15.64786171913147,1,0.09796040236434207,0.3147382961918867,0.058404763880360776,3,4,Adam,8,795,False,3,810,540,180,270,1,5,20,5,200,True,0,-100,500,"/home/zckaufman/ray_results/train_2023-08-12_21-04-33/train_5d41e_00058_58_decay=0.0980,epsilon=0.3147,lr=0.0584,ngames=3,ngates=4,optimizer=Adam_2023-08-12_21-04-37"
59,-1.0,9.883505582809448,True,1,5d41e_00059,2023-08-12_21-05-19,1691888719,9.883505582809448,444737,farpoint,10.0.0.144,9.883505582809448,1,0.04097690131128964,0.2734303753790795,1.3666936812805179e-05,3,2,SGD,8,795,False,3,810,540,180,270,1,5,20,5,200,True,0,-100,500,"/home/zckaufman/ray_results/train_2023-08-12_21-04-33/train_5d41e_00059_59_decay=0.0410,epsilon=0.2734,lr=0.0000,ngames=3,ngates=2,optimizer=SGD_2023-08-12_21-04-37"
60,-0.7866666666666666,25.8337037563324,True,1,5d41e_00060,2023-08-12_21-05-36,1691888736,25.8337037563324,444747,farpoint,10.0.0.144,25.8337037563324,1,0.0019373986944572167,0.024777728091627822,0.00031895654661893134,5,5,Adam,8,795,False,3,810,540,180,270,1,5,20,5,200,True,0,-100,500,"/home/zckaufman/ray_results/train_2023-08-12_21-04-33/train_5d41e_00060_60_decay=0.0019,epsilon=0.0248,lr=0.0003,ngames=5,ngates=5,optimizer=Adam_2023-08-12_21-04-37"
61,-0.8888888888888888,11.668185710906982,True,1,5d41e_00061,2023-08-12_21-05-22,1691888722,11.668185710906982,444726,farpoint,10.0.0.144,11.668185710906982,1,0.004865866119872189,0.24636840597466977,0.0005243301631129533,3,4,SGD,8,795,False,3,810,540,180,270,1,5,20,5,200,True,0,-100,500,"/home/zckaufman/ray_results/train_2023-08-12_21-04-33/train_5d41e_00061_61_decay=0.0049,epsilon=0.2464,lr=0.0005,ngames=3,ngates=4,optimizer=SGD_2023-08-12_21-04-37"
62,-0.4444444444444444,10.686972856521606,False,1,5d41e_00062,2023-08-12_21-05-22,1691888722,10.686972856521606,444769,farpoint,10.0.0.144,10.686972856521606,1,0.1680199110292041,0.4717952558745178,0.0005658173502086391,3,2,Adam,8,795,False,3,810,540,180,270,1,5,20,5,200,True,0,-100,500,"/home/zckaufman/ray_results/train_2023-08-12_21-04-33/train_5d41e_00062_62_decay=0.1680,epsilon=0.4718,lr=0.0006,ngames=3,ngates=2,optimizer=Adam_2023-08-12_21-04-37"
63,-0.76,21.724714040756226,True,1,5d41e_00063,2023-08-12_21-05-33,1691888733,21.724714040756226,444712,farpoint,10.0.0.144,21.724714040756226,1,0.012843202650111605,0.4090290655318373,0.00032248377692855235,5,5,SGD,8,795,False,3,810,540,180,270,1,5,20,5,200,True,0,-100,500,"/home/zckaufman/ray_results/train_2023-08-12_21-04-33/train_5d41e_00063_63_decay=0.0128,epsilon=0.4090,lr=0.0003,ngames=5,ngates=5,optimizer=SGD_2023-08-12_21-04-37"
